startYear,showName,theatre,type,attendance,capacity,grossEarnings,performances
2002,Hairspray,Neil Simon,Musical,11560,101,961320,8
2002,Hollywood Arms,Cort,Play,5006,58,188619,0
2002,Into The Woods '02,Broadhurst,Musical,6439,71,388973,8
2002,Les Miserables,Imperial,Musical,7670,68,366857,8
2002,Mamma Mia!,Cadillac Winter Garden,Musical,11984,100,1015075,8
2002,Metamorphoses,Circle In The Square,Play,3928,76,202003,8
2002,Movin' Out,Richard Rodgers,Musical,9248,87,584811,0
2002,Oklahoma!,Gershwin,Musical,11337,85,730655,8
2002,Proof,Walter Kerr,Play,4986,67,237725,8
2002,Prune Danish,Royale,Play,4300,56,255570,0
2002,Rent,Nederlander,Musical,7868,83,419637,8
2002,Say Goodnight Gracie,Helen Hayes,Play,3282,79,142131,4
2002,The Boys From Syracuse,American Airlines,Musical,5238,90,244772,8
2002,The Goat Or Who Is Sylvia?,Golden,Play,5280,82,252871,8
2002,The Graduate,Plymouth,Play,6294,73,338331,8
2002,The Lion King,New Amsterdam,Musical,14527,101,1091624,8
2002,The Phantom Of The Opera,Majestic,Musical,10105,79,560807,8
2002,The Producers,St. James,Musical,13337,98,1130540,8
2002,Thoroughly Modern Millie,Marquis,Musical,11896,94,833989,8
2002,Urinetown,Henry Miller,Musical,4541,90,320367,8
2002,42Nd Street '01,Ford Center,Musical,10859,75,730969,8
2002,Aida,Palace,Musical,12154,90,697012,8
2002,Amour,Music Box,Musical,5599,73,254147,1
2002,Beauty And The Beast,Lunt-Fontanne,Musical,11152,92,600436,8
2002,Cabaret 98,Studio 54 ('98),Musical,6578,89,401269,8
2002,Chicago,Shubert,Musical,8385,72,454849,8
2002,Dance Of The Vampires,Minskoff,Musical,8099,97,508133,0
2002,Flower Drum Song,Virginia,Musical,7540,78,509060,5
2002,Frankie And Johnny In The Claire De Lune,Belasco,Play,7279,87,479940,8
2002,Hairspray,Neil Simon,Musical,11560,101,965295,8
2002,Hollywood Arms,Cort,Play,4466,52,173867,0
2002,Into The Woods '02,Broadhurst,Musical,7166,79,396001,8
2002,Les Miserables,Imperial,Musical,8617,76,405170,8
2002,Mamma Mia!,Cadillac Winter Garden,Musical,12080,101,1024863,8
2002,Metamorphoses,Circle In The Square,Play,3934,76,178807,8
2002,Movin' Out,Richard Rodgers,Musical,9665,91,631809,0
2002,Oklahoma!,Gershwin,Musical,10904,82,695631,8
2002,Proof,Walter Kerr,Play,4336,59,215365,8
2002,Prune Danish,Royale,Play,3870,50,228161,0
2002,Rent,Nederlander,Musical,8494,90,443126,8
2002,Say Goodnight Gracie,Helen Hayes,Play,3602,76,153733,8
2002,The Boys From Syracuse,American Airlines,Musical,5240,90,258184,8
2002,The Goat Or Who Is Sylvia?,Golden,Play,5083,79,249336,8
2002,The Graduate,Plymouth,Play,6273,73,327138,8
2002,The Lion King,New Amsterdam,Musical,14495,101,1110736,8
2002,The Phantom Of The Opera,Majestic,Musical,9723,76,559109,8
2002,The Producers,St. James,Musical,13223,97,1125299,8
2002,Thoroughly Modern Millie,Marquis,Musical,11613,92,847274,8
2002,Urinetown,Henry Miller,Musical,4370,87,318812,8
2002,42Nd Street '01,Ford Center,Musical,11120,77,705883,8
2002,Aida,Palace,Musical,11845,87,678913,8
2002,Amour,Music Box,Musical,2900,38,154408,8
2002,Beauty And The Beast,Lunt-Fontanne,Musical,10019,83,565798,8
2002,Cabaret 98,Studio 54 ('98),Musical,6205,84,371860,8
2002,Chicago,Shubert,Musical,7973,68,439373,8
2002,Dance Of The Vampires,Minskoff,Musical,12658,94,732070,0
2002,Flower Drum Song,Virginia,Musical,8753,90,613171,8
2002,Frankie And Johnny In The Claire De Lune,Belasco,Play,7022,84,471575,8
2002,Hairspray,Neil Simon,Musical,11560,101,963257,8
2002,Hollywood Arms,Cort,Play,4473,52,175604,0
2002,Into The Woods '02,Broadhurst,Musical,6739,74,373639,8
2002,Les Miserables,Imperial,Musical,7864,69,365371,8
2002,Mamma Mia!,Cadillac Winter Garden,Musical,12049,101,1022005,8
2002,Metamorphoses,Circle In The Square,Play,3785,73,175674,8
2002,Movin' Out,Richard Rodgers,Musical,10090,95,571748,4
2002,Oklahoma!,Gershwin,Musical,9471,71,610174,8
2002,Proof,Walter Kerr,Play,4488,61,216195,8
2002,Prune Danish,Royale,Play,4101,53,228835,7
2002,Rent,Nederlander,Musical,7314,77,409520,8
2002,Say Goodnight Gracie,Helen Hayes,Play,3543,75,154680,8
2002,The Goat Or Who Is Sylvia?,Golden,Play,5054,79,242970,8
2002,The Graduate,Plymouth,Play,5128,60,280180,8
2002,The Lion King,New Amsterdam,Musical,14458,101,1110331,8
2002,The Phantom Of The Opera,Majestic,Musical,9044,70,535450,8
2002,The Producers,St. James,Musical,13141,96,1121994,8
2002,Thoroughly Modern Millie,Marquis,Musical,11735,93,845488,8
2002,Urinetown,Henry Miller,Musical,4376,87,300703,8
2002,42Nd Street '01,Ford Center,Musical,9893,68,604301,8
2002,Aida,Palace,Musical,10692,79,623759,8
2002,Amour,Music Box,Musical,2815,37,138682,8
2002,Beauty And The Beast,Lunt-Fontanne,Musical,9451,78,542476,8
2002,Cabaret 98,Studio 54 ('98),Musical,5661,77,329445,8
2002,Chicago,Shubert,Musical,7491,64,391894,8
2002,Dance Of The Vampires,Minskoff,Musical,12148,91,723308,0
2002,Def Poetry Jam,Longacre,Play,2047,27,52164,0
2002,Flower Drum Song,Virginia,Musical,8714,90,595578,8
2002,Frankie And Johnny In The Claire De Lune,Belasco,Play,6687,80,434464,8
2002,Hairspray,Neil Simon,Musical,11560,101,954969,8
2002,Hollywood Arms,Cort,Play,3771,44,170190,4
2002,Into The Woods '02,Broadhurst,Musical,5832,64,323603,8
2002,Les Miserables,Imperial,Musical,7130,63,345019,8
2002,Mamma Mia!,Cadillac Winter Garden,Musical,10851,91,922136,8
2002,Metamorphoses,Circle In The Square,Play,3332,64,164046,8
2002,Movin' Out,Richard Rodgers,Musical,9462,89,644036,8
2002,Oklahoma!,Gershwin,Musical,8210,61,469633,8
2002,Proof,Walter Kerr,Play,3622,49,175262,8
2002,Prune Danish,Royale,Play,3821,58,214206,6
2002,Rent,Nederlander,Musical,6209,66,331463,8
2002,Say Goodnight Gracie,Helen Hayes,Play,2390,50,115095,8
2002,The Goat Or Who Is Sylvia?,Golden,Play,4326,67,203583,8
2002,The Graduate,Plymouth,Play,4718,55,245726,8
2002,The Lion King,New Amsterdam,Musical,13996,98,1074602,8
2002,The Phantom Of The Opera,Majestic,Musical,8223,64,462923,8
2002,The Producers,St. James,Musical,12036,88,1034770,8
2002,Thoroughly Modern Millie,Marquis,Musical,9633,76,691536,8
2002,Urinetown,Henry Miller,Musical,3589,71,243247,8
2002,42Nd Street '01,Ford Center,Musical,10653,73,697612,8
2002,Aida,Palace,Musical,10491,77,633318,8
2002,Beauty And The Beast,Lunt-Fontanne,Musical,10217,85,627662,8
2002,Cabaret 98,Studio 54 ('98),Musical,6547,89,384993,8
2002,Chicago,Shubert,Musical,9179,79,505774,8
2002,Dance Of The Vampires,Minskoff,Musical,12169,91,734509,0
2002,Def Poetry Jam,Longacre,Play,3277,37,81582,0
2002,Flower Drum Song,Virginia,Musical,9156,94,639336,8
2002,Frankie And Johnny In The Claire De Lune,Belasco,Play,6889,83,453739,8
2002,Hairspray,Neil Simon,Musical,11544,101,981545,8
2002,Hollywood Arms,Cort,Play,5165,60,236193,8
2002,Into The Woods '02,Broadhurst,Musical,6100,67,344916,8
2002,Les Miserables,Imperial,Musical,8762,77,418681,8
2002,Mamma Mia!,Cadillac Winter Garden,Musical,11901,99,1007670,8
2002,Metamorphoses,Circle In The Square,Play,3610,69,182222,8
2002,Movin' Out,Richard Rodgers,Musical,9828,93,772654,8
2002,Oklahoma!,Gershwin,Musical,10156,76,630708,8
2002,Proof,Walter Kerr,Play,4803,65,229083,8
2002,Prune Danish,Royale,Play,5192,67,288437,7
2002,Rent,Nederlander,Musical,8234,87,441220,8
2002,Say Goodnight Gracie,Helen Hayes,Play,3328,70,171872,8
2002,The Goat Or Who Is Sylvia?,Golden,Play,4864,76,260590,8
2002,The Graduate,Plymouth,Play,6361,74,336838,8
2002,The Lion King,New Amsterdam,Musical,14489,101,1109267,8
2002,The Phantom Of The Opera,Majestic,Musical,9861,77,555417,8
2002,The Producers,St. James,Musical,12936,95,1100028,8
2002,Thoroughly Modern Millie,Marquis,Musical,11269,89,827175,8
2002,Urinetown,Henry Miller,Musical,4068,81,292352,8
2002,42Nd Street '01,Ford Center,Musical,9580,66,613380,8
2002,Aida,Palace,Musical,10061,74,609825,8
2002,Beauty And The Beast,Lunt-Fontanne,Musical,8930,74,531135,8
2002,Cabaret 98,Studio 54 ('98),Musical,5798,79,341551,8
2002,Chicago,Shubert,Musical,7940,68,450120,8
2002,Dance Of The Vampires,Minskoff,Musical,12152,91,764901,0
2002,Def Poetry Jam,Longacre,Play,4144,47,135327,6
2002,Flower Drum Song,Virginia,Musical,9172,94,633708,8
2002,Frankie And Johnny In The Claire De Lune,Belasco,Play,7091,85,450011,8
2002,Hairspray,Neil Simon,Musical,11543,101,961964,8
2002,Hollywood Arms,Cort,Play,5465,64,269853,8
2002,Into The Woods '02,Broadhurst,Musical,5071,56,285211,8
2002,Les Miserables,Imperial,Musical,8746,77,382700,8
2002,Mamma Mia!,Cadillac Winter Garden,Musical,11339,95,961555,8
2002,Metamorphoses,Circle In The Square,Play,3570,69,186990,8
2002,Movin' Out,Richard Rodgers,Musical,9579,91,750459,8
2002,Oklahoma!,Gershwin,Musical,9029,68,561965,8
2002,Proof,Walter Kerr,Play,4167,56,223036,8
2002,Prune Danish,Royale,Play,5370,70,319280,7
2002,Rent,Nederlander,Musical,7353,78,389629,8
2002,Say Goodnight Gracie,Helen Hayes,Play,2955,62,150305,8
2002,The Goat Or Who Is Sylvia?,Golden,Play,4498,70,246181,8
2002,The Graduate,Plymouth,Play,5832,68,317175,8
2002,The Lion King,New Amsterdam,Musical,13968,97,1069222,8
2002,The Phantom Of The Opera,Majestic,Musical,8360,65,454591,8
2002,The Producers,St. James,Musical,12473,91,1067352,8
2002,Thoroughly Modern Millie,Marquis,Musical,10747,85,768066,8
2002,Urinetown,Henry Miller,Musical,4013,79,268569,8
2002,42Nd Street '01,Ford Center,Musical,8847,61,556370,8
2002,Aida,Palace,Musical,9814,72,565456,8
2002,Beauty And The Beast,Lunt-Fontanne,Musical,9710,80,565004,8
2002,Cabaret 98,Studio 54 ('98),Musical,5800,79,332215,8
2002,Chicago,Shubert,Musical,7749,66,416193,8
2002,Dance Of The Vampires,Minskoff,Musical,11680,87,682998,0
2002,Def Poetry Jam,Longacre,Play,3862,44,134406,8
2002,Dinner At Eight,Vivian Beaumont,Play,647,59,28721,0
2002,Flower Drum Song,Virginia,Musical,6665,69,497389,8
2002,Frankie And Johnny In The Claire De Lune,Belasco,Play,7036,85,463009,8
2002,Hairspray,Neil Simon,Musical,11543,101,980420,8
2002,Hollywood Arms,Cort,Play,3391,40,157975,8
2002,Into The Woods '02,Broadhurst,Musical,5792,64,331516,8
2002,Les Miserables,Imperial,Musical,9076,80,483598,8
2002,Mamma Mia!,Cadillac Winter Garden,Musical,11477,96,977337,8
2002,Man Of La Mancha 02,Martin Beck,Musical,5092,90,340523,0
2002,Metamorphoses,Circle In The Square,Play,3289,63,160983,8
2002,Movin' Out,Richard Rodgers,Musical,9433,89,754938,8
2002,Oklahoma!,Gershwin,Musical,7387,55,447772,8
2002,Our Town 02,Booth,Play,2964,94,172916,0
2002,Proof,Walter Kerr,Play,3094,42,147383,8
2002,Prune Danish,Royale,Play,4602,60,288327,7
2002,Rent,Nederlander,Musical,7203,76,379771,8
2002,Say Goodnight Gracie,Helen Hayes,Play,2180,46,119836,8
2002,The Goat Or Who Is Sylvia?,Golden,Play,4227,66,226145,8
2002,The Graduate,Plymouth,Play,4282,50,204470,8
2002,The Lion King,New Amsterdam,Musical,14283,100,1094189,8
2002,The Phantom Of The Opera,Majestic,Musical,8869,69,495665,8
2002,The Producers,St. James,Musical,12525,92,1071127,8
2002,Thoroughly Modern Millie,Marquis,Musical,10434,83,734458,8
2002,Urinetown,Henry Miller,Musical,3931,78,261919,8
2002,42Nd Street '01,Ford Center,Musical,12190,84,869531,8
2002,Aida,Palace,Musical,12096,89,807121,8
2002,Beauty And The Beast,Lunt-Fontanne,Musical,11702,97,848868,8
2002,Cabaret 98,Studio 54 ('98),Musical,5784,79,384792,8
2002,Chicago,Shubert,Musical,9448,81,567754,8
2002,Dance Of The Vampires,Minskoff,Musical,10752,80,760106,0
2002,Def Poetry Jam,Longacre,Play,4433,51,157265,8
2002,Dinner At Eight,Vivian Beaumont,Play,4834,55,192815,0
2002,Flower Drum Song,Virginia,Musical,7624,79,591677,8
2002,Frankie And Johnny In The Claire De Lune,Belasco,Play,6852,82,470134,8
2002,Hairspray,Neil Simon,Musical,11560,101,1013551,8
2002,Hollywood Arms,Cort,Play,2109,25,108325,8
2002,Imaginary Friends,Ethel Barrymore,Play,3624,42,220886,0
2002,Into The Woods '02,Broadhurst,Musical,7004,77,482682,8
2002,La Bohème,Broadway,Musical,6115,72,439584,0
2002,Les Miserables,Imperial,Musical,10828,96,656885,8
2002,Mamma Mia!,Cadillac Winter Garden,Musical,12237,102,1051514,8
2002,Man Of La Mancha 02,Martin Beck,Musical,9716,85,740193,0
2002,Metamorphoses,Circle In The Square,Play,3600,69,200107,8
2002,Movin' Out,Richard Rodgers,Musical,10248,97,825384,8
2002,Oklahoma!,Gershwin,Musical,11402,85,844396,8
2002,Our Town 02,Booth,Play,5795,94,379965,0
2002,Proof,Walter Kerr,Play,3747,51,216326,8
2002,Prune Danish,Royale,Play,4067,74,257632,5
2002,Rent,Nederlander,Musical,9415,100,538586,8
2002,Say Goodnight Gracie,Helen Hayes,Play,2377,50,124984,8
2002,The Goat Or Who Is Sylvia?,Golden,Play,4661,72,251200,8
2002,The Graduate,Plymouth,Play,4819,56,265134,8
2002,The Lion King,New Amsterdam,Musical,14521,101,1115845,8
2002,The Phantom Of The Opera,Majestic,Musical,11710,91,762577,8
2002,The Producers,St. James,Musical,13621,100,1148166,8
2002,Thoroughly Modern Millie,Marquis,Musical,12480,99,974635,8
2002,Urinetown,Henry Miller,Musical,4902,97,372187,8
2002,42Nd Street '01,Ford Center,Musical,11756,81,820087,8
2002,Aida,Palace,Musical,10909,80,687437,8
2002,Beauty And The Beast,Lunt-Fontanne,Musical,10451,87,676568,8
2002,Cabaret 98,Studio 54 ('98),Musical,6033,82,383875,8
2002,Chicago,Shubert,Musical,9041,77,544275,8
2002,Dance Of The Vampires,Minskoff,Musical,12101,90,734034,0
2002,Def Poetry Jam,Longacre,Play,3310,38,125526,8
2002,Dinner At Eight,Vivian Beaumont,Play,7684,88,257665,0
2002,Flower Drum Song,Virginia,Musical,7539,78,566145,8
2002,Frankie And Johnny In The Claire De Lune,Belasco,Play,7211,87,474162,8
2002,Hairspray,Neil Simon,Musical,11560,101,1005041,8
2002,Hollywood Arms,Cort,Play,3126,36,145061,8
2002,Imaginary Friends,Ethel Barrymore,Play,5141,60,312704,0
2002,Into The Woods '02,Broadhurst,Musical,6502,72,408543,8
2002,La Bohème,Broadway,Musical,8113,59,512667,1
2002,Les Miserables,Imperial,Musical,9656,85,537443,8
2002,Mamma Mia!,Cadillac Winter Garden,Musical,12187,102,1025712,8
2002,Man Of La Mancha 02,Martin Beck,Musical,8394,74,610015,4
2002,Medea 02,Brooks Atkinson,Play,3767,72,65929,0
2002,Metamorphoses,Circle In The Square,Play,3207,62,161472,8
2002,Movin' Out,Richard Rodgers,Musical,9838,93,791026,8
2002,Oklahoma!,Gershwin,Musical,10895,82,765904,8
2002,Our Town 02,Booth,Play,5442,88,355206,5
2002,Proof,Walter Kerr,Play,4034,55,199684,8
2002,Rent,Nederlander,Musical,8320,88,468786,8
2002,Say Goodnight Gracie,Helen Hayes,Play,3158,67,166761,8
2002,Tartuffe 03,American Airlines,Play,2972,80,119866,0
2002,The Goat Or Who Is Sylvia?,Golden,Play,5022,78,278967,8
2002,The Graduate,Plymouth,Play,5290,62,287056,8
2002,The Lion King,New Amsterdam,Musical,14488,101,1117639,8
2002,The Phantom Of The Opera,Majestic,Musical,9520,74,573104,8
2002,The Producers,St. James,Musical,13562,99,1163855,8
2002,Thoroughly Modern Millie,Marquis,Musical,12232,97,939588,8
2002,Urinetown,Henry Miller,Musical,4222,84,309756,8
2002,42Nd Street '01,Ford Center,Musical,10507,72,710892,8
2002,Aida,Palace,Musical,9972,74,634661,8
2002,Beauty And The Beast,Lunt-Fontanne,Musical,9957,82,643275,8
2002,Cabaret 98,Studio 54 ('98),Musical,6273,85,382773,8
2002,Chicago,Shubert,Musical,8397,72,493851,8
2002,Dance Of The Vampires,Minskoff,Musical,11751,88,641839,8
2002,Def Poetry Jam,Longacre,Play,3793,43,133337,8
2002,Dinner At Eight,Vivian Beaumont,Play,7162,82,259653,0
2002,Flower Drum Song,Virginia,Musical,6701,69,488635,8
2002,Frankie And Johnny In The Claire De Lune,Belasco,Play,7257,87,475445,8
2002,Hairspray,Neil Simon,Musical,11560,101,1012049,8
2002,Hollywood Arms,Cort,Play,2684,31,116963,8
2002,Imaginary Friends,Ethel Barrymore,Play,4471,52,278420,4
2002,Into The Woods '02,Broadhurst,Musical,6740,74,394298,8
2002,La Bohème,Broadway,Musical,11053,81,766168,8
2002,Les Miserables,Imperial,Musical,9680,85,546442,8
2002,Mamma Mia!,Cadillac Winter Garden,Musical,12174,102,1022052,8
2002,Man Of La Mancha 02,Martin Beck,Musical,9663,85,713207,8
2002,Medea 02,Brooks Atkinson,Play,4265,58,124017,6
2002,Metamorphoses,Circle In The Square,Play,2586,50,131570,8
2002,Movin' Out,Richard Rodgers,Musical,9563,90,786669,8
2002,Oklahoma!,Gershwin,Musical,8999,67,596932,8
2002,Our Town 02,Booth,Play,5939,96,389836,8
2002,Proof,Walter Kerr,Play,3549,48,175763,8
2002,Rent,Nederlander,Musical,8498,90,467548,8
2002,Say Goodnight Gracie,Helen Hayes,Play,2486,52,138660,8
2002,Tartuffe 03,American Airlines,Play,4806,81,183534,0
2002,The Goat Or Who Is Sylvia?,Golden,Play,4058,63,216967,8
2002,The Graduate,Plymouth,Play,5324,62,269748,8
2002,The Lion King,New Amsterdam,Musical,14485,101,1116868,8
2002,The Phantom Of The Opera,Majestic,Musical,8810,69,540412,8
2002,The Producers,St. James,Musical,13391,98,1139783,8
2002,Thoroughly Modern Millie,Marquis,Musical,11368,90,868956,8
2002,Urinetown,Henry Miller,Musical,4097,81,292018,8
2002,42Nd Street '01,Ford Center,Musical,9654,67,621156,8
2002,Aida,Palace,Musical,9078,67,560398,8
2002,Beauty And The Beast,Lunt-Fontanne,Musical,9849,82,680913,8
2002,Cabaret 98,Studio 54 ('98),Musical,5119,70,330952,8
2002,Chicago,Shubert,Musical,9163,78,501292,8
2002,Dance Of The Vampires,Minskoff,Musical,6670,50,497298,8
2002,Def Poetry Jam,Longacre,Play,4323,49,152155,8
2002,Dinner At Eight,Vivian Beaumont,Play,6059,70,229143,5
2002,Flower Drum Song,Virginia,Musical,5736,59,416918,8
2002,Frankie And Johnny In The Claire De Lune,Belasco,Play,7017,84,462487,8
2002,Hairspray,Neil Simon,Musical,11560,101,1011930,8
2002,Hollywood Arms,Cort,Play,2576,30,91094,8
2002,Imaginary Friends,Ethel Barrymore,Play,4453,53,272343,8
2002,Into The Woods '02,Broadhurst,Musical,6300,69,417784,8
2002,La Bohème,Broadway,Musical,11485,84,772061,8
2002,Les Miserables,Imperial,Musical,10429,92,594623,8
2002,Mamma Mia!,Cadillac Winter Garden,Musical,11937,100,1022746,8
2002,Man Of La Mancha 02,Martin Beck,Musical,9789,86,705627,8
2002,Medea 02,Brooks Atkinson,Play,4484,61,141154,7
2002,Metamorphoses,Circle In The Square,Play,2987,57,138901,8
2002,Movin' Out,Richard Rodgers,Musical,9203,87,758940,8
2002,Oklahoma!,Gershwin,Musical,7014,52,463803,8
2002,Our Town 02,Booth,Play,6091,98,401917,8
2002,Proof,Walter Kerr,Play,3381,46,169666,8
2002,Rent,Nederlander,Musical,8749,93,501200,8
2002,Say Goodnight Gracie,Helen Hayes,Play,2409,51,113384,8
2002,Tartuffe 03,American Airlines,Play,4688,79,198903,0
2002,The Graduate,Plymouth,Play,4353,51,204370,8
2002,The Lion King,New Amsterdam,Musical,14479,101,1117095,8
2002,The Phantom Of The Opera,Majestic,Musical,9562,74,558616,8
2002,The Producers,St. James,Musical,12474,91,1058621,8
2002,Thoroughly Modern Millie,Marquis,Musical,9655,76,704356,8
2002,Urinetown,Henry Miller,Musical,3381,67,263503,8
2002,42Nd Street '01,Ford Center,Musical,13342,92,991324,8
2002,Aida,Palace,Musical,12822,95,978862,8
2002,Beauty And The Beast,Lunt-Fontanne,Musical,12029,100,922492,8
2002,Cabaret 98,Studio 54 ('98),Musical,7045,96,501851,8
2002,Chicago,Shubert,Musical,11176,96,815326,8
2002,Dance Of The Vampires,Minskoff,Musical,11566,77,769268,9
2002,Def Poetry Jam,Longacre,Play,6216,71,239626,8
2002,Dinner At Eight,Vivian Beaumont,Play,5790,66,286442,8
2002,Flower Drum Song,Virginia,Musical,7572,78,603971,8
2002,Frankie And Johnny In The Claire De Lune,Belasco,Play,7672,94,528274,8
2002,Hairspray,Neil Simon,Musical,11560,101,1033781,8
2002,Hollywood Arms,Cort,Play,2414,28,111167,8
2002,Imaginary Friends,Ethel Barrymore,Play,3828,45,256176,8
2002,Into The Woods '02,Broadhurst,Musical,7233,80,510403,8
2002,La Bohème,Broadway,Musical,13121,96,977868,8
2002,Les Miserables,Imperial,Musical,10833,96,834684,8
2002,Mamma Mia!,Cadillac Winter Garden,Musical,12241,102,1053191,8
2002,Man Of La Mancha 02,Martin Beck,Musical,11954,93,976855,9
2002,Medea 02,Brooks Atkinson,Play,3856,53,195765,7
2002,Metamorphoses,Circle In The Square,Play,4383,84,254199,8
2002,Movin' Out,Richard Rodgers,Musical,11946,100,994376,9
2002,Oklahoma!,Gershwin,Musical,10732,80,852314,8
2002,Our Town 02,Booth,Play,5421,100,374086,7
2002,Proof,Walter Kerr,Play,4824,75,274941,7
2002,Rent,Nederlander,Musical,9700,103,639766,8
2002,Say Goodnight Gracie,Helen Hayes,Play,2637,56,154854,8
2002,Tartuffe 03,American Airlines,Play,4816,81,203498,0
2002,The Graduate,Plymouth,Play,5990,70,327983,8
2002,The Lion King,New Amsterdam,Musical,14532,101,1277469,8
2002,The Phantom Of The Opera,Majestic,Musical,12571,98,888801,8
2002,The Producers,St. James,Musical,13631,100,1160691,8
2002,Thoroughly Modern Millie,Marquis,Musical,11997,95,973990,8
2002,Urinetown,Henry Miller,Musical,4810,95,386948,8
2003,Aida,Palace,Musical,10512,78,712626,8
2003,Beauty And The Beast,Lunt-Fontanne,Musical,11130,92,785259,8
2003,Cabaret 98,Studio 54 ('98),Musical,6754,92,439871,8
2003,Chicago,Shubert,Musical,9440,81,644009,8
2003,Dance Of The Vampires,Minskoff,Musical,8088,69,476979,7
2003,Def Poetry Jam,Longacre,Play,5714,65,203163,8
2003,Dinner At Eight,Vivian Beaumont,Play,6674,77,311409,8
2003,Flower Drum Song,Virginia,Musical,6174,64,420041,8
2003,Frankie And Johnny In The Claire De Lune,Belasco,Play,3649,60,133280,6
2003,Hairspray,Neil Simon,Musical,11560,101,1025021,8
2003,Hollywood Arms,Cort,Play,2360,28,98924,8
2003,Imaginary Friends,Ethel Barrymore,Play,2597,31,159560,8
2003,La Bohème,Broadway,Musical,13086,96,1013328,8
2003,Les Miserables,Imperial,Musical,11107,98,854775,8
2003,Mamma Mia!,Cadillac Winter Garden,Musical,12189,102,1099957,8
2003,Man Of La Mancha 02,Martin Beck,Musical,9044,91,663414,7
2003,Medea 02,Brooks Atkinson,Play,3905,47,207942,8
2003,Metamorphoses,Circle In The Square,Play,3348,64,172460,8
2003,Movin' Out,Richard Rodgers,Musical,9022,97,751690,7
2003,Oklahoma!,Gershwin,Musical,7995,60,532954,8
2003,Our Town 02,Booth,Play,5455,101,382272,7
2003,Proof,Walter Kerr,Play,5448,66,291473,9
2003,Rent,Nederlander,Musical,8460,90,482924,8
2003,Say Goodnight Gracie,Helen Hayes,Play,2314,49,122370,8
2003,Tartuffe 03,American Airlines,Play,4827,82,187505,0
2003,The Graduate,Plymouth,Play,4823,56,248064,8
2003,The Lion King,New Amsterdam,Musical,14524,101,1272925,8
2003,The Phantom Of The Opera,Majestic,Musical,11749,91,789567,8
2003,The Producers,St. James,Musical,13406,98,1130850,8
2003,Thoroughly Modern Millie,Marquis,Musical,10716,85,790637,8
2003,Urinetown,Henry Miller,Musical,4891,97,347166,8
2003,42Nd Street '01,Ford Center,Musical,11316,78,622047,8
2003,Aida,Palace,Musical,9293,69,530542,8
2003,Beauty And The Beast,Lunt-Fontanne,Musical,9384,78,544947,8
2003,Cabaret 98,Studio 54 ('98),Musical,6656,90,341237,8
2003,Chicago,Shubert,Musical,9239,79,514678,8
2003,Dance Of The Vampires,Minskoff,Musical,7925,59,459784,8
2003,Def Poetry Jam,Longacre,Play,4487,51,153029,8
2003,Dinner At Eight,Vivian Beaumont,Play,7633,88,336054,8
2003,Flower Drum Song,Virginia,Musical,6468,67,381192,8
2003,Frankie And Johnny In The Claire De Lune,Belasco,Play,3833,47,148456,8
2003,Hairspray,Neil Simon,Musical,11451,100,982573,8
2003,Imaginary Friends,Ethel Barrymore,Play,6703,79,362983,8
2003,La Bohème,Broadway,Musical,11307,83,870280,8
2003,Les Miserables,Imperial,Musical,9314,82,647143,8
2003,Mamma Mia!,Cadillac Winter Garden,Musical,10924,91,934898,8
2003,Man Of La Mancha 02,Martin Beck,Musical,9593,84,668113,8
2003,Medea 02,Brooks Atkinson,Play,4595,63,218862,7
2003,Metamorphoses,Circle In The Square,Play,4008,77,171078,8
2003,Movin' Out,Richard Rodgers,Musical,9193,87,727178,8
2003,Oklahoma!,Gershwin,Musical,7366,55,379855,8
2003,Our Town 02,Booth,Play,6159,100,433281,8
2003,Rent,Nederlander,Musical,6557,69,336873,8
2003,Say Goodnight Gracie,Helen Hayes,Play,2625,55,128501,8
2003,Tartuffe 03,American Airlines,Play,5641,95,216661,5
2003,The Graduate,Plymouth,Play,5211,61,255815,8
2003,The Lion King,New Amsterdam,Musical,13677,95,1055890,8
2003,The Phantom Of The Opera,Majestic,Musical,9402,73,491155,8
2003,The Producers,St. James,Musical,12343,90,1028453,8
2003,Thoroughly Modern Millie,Marquis,Musical,9753,77,643354,8
2003,Urinetown,Henry Miller,Musical,4043,80,252523,8
2003,42Nd Street '01,Ford Center,Musical,11804,81,678711,8
2003,Aida,Palace,Musical,10369,76,613476,8
2003,Beauty And The Beast,Lunt-Fontanne,Musical,9456,78,569769,8
2003,Cabaret 98,Studio 54 ('98),Musical,6552,89,350659,8
2003,Chicago,Shubert,Musical,9807,84,605788,8
2003,Dance Of The Vampires,Minskoff,Musical,7721,58,466619,8
2003,Def Poetry Jam,Longacre,Play,4317,49,143774,8
2003,Dinner At Eight,Vivian Beaumont,Play,7562,87,339177,8
2003,Flower Drum Song,Virginia,Musical,6710,69,383259,8
2003,Frankie And Johnny In The Claire De Lune,Belasco,Play,4532,56,187127,8
2003,Hairspray,Neil Simon,Musical,11455,100,985100,8
2003,Imaginary Friends,Ethel Barrymore,Play,4732,56,259052,8
2003,La Bohème,Broadway,Musical,11166,82,865573,8
2003,Les Miserables,Imperial,Musical,9175,81,655666,8
2003,Mamma Mia!,Cadillac Winter Garden,Musical,10406,87,879878,8
2003,Man Of La Mancha 02,Martin Beck,Musical,8184,72,621521,8
2003,Medea 02,Brooks Atkinson,Play,5112,70,235515,7
